"","City","Longitude","Latitude"
"1642","asuncion",-87.0333333,13.5666667
"1643","asuncion",-106.116667,28.6
"1644","asuncion",-100.716667,28.65
"1645","asuncion",-98.9,19.216667
"1646","asuncion",-97.109167,16.190278
"1647","asuncion",-85.5166667,12.15
"1648","asuncion",-77.6666667,-6
"1649","asuncion",-78.5333333,-7.3166667
"1650","asuncion",-76.05,-9.4166667
"1651","asuncion",-76.5666667,-11.6833333
"1652","asuncion",-75.7333333,-6.2833333
"1653","asuncion",125.711389,8.31
"1654","asuncion",120.5646,18.1462
"1655","asuncion",120.8167,15.1
"1656","asuncion",124.861389,10.133889
"1657","asuncion",125.7553,7.5413
"1658","asuncion",-57.666667,-25.266667
"1659","asuncion",-120.6783333,35.515
"1660","asuncion",-61.6044444,8.4386111
"1661","thrissur",76.216667,10.516667
"1662","port harcourt",7.013404,4.777423
"1663","busan",129.040278,35.102778
"1664","busan",68.236111,27.919444
"1665","busan",36.7833333,32.6833333
"1666","busan",44.4541667,14.7908333
"1667","wuxi",118.655471,31.309704
"1668","wuxi",119.555,28.070833
"1669","wuxi",114.65928,27.029806
"1670","wuxi",120.288573,31.568873
"1671","wuxi",115.980686,25.029456
"1672","wuxi",109.986944,27.408889
"1673","wuxi",116.856389,23.724167
"1674","wuxi",100.309584,30.941777
"1675","wuxi",109.6,31.466667
"1676","dakar",13.3133333,-4.2008333
"1677","dakar",14.25,10.5833333
"1678","dakar",10.2166667,-0.7
"1679","dakar",80.516667,30.266667
"1680","dakar",143.55,-3.3666667
"1681","dakar",40.333261,58.163456
"1682","dakar",-17.4380556,14.6708333
"1683","dakar",36.0833333,34.6666667
"1684","campinas",-36.15,-9.466667
"1685","campinas",-61.1,-3.283333
"1686","campinas",-41.033333,-11.6
"1687","campinas",-39.083333,-5.183333
"1688","campinas",-56.35,-19.016667
"1689","campinas",-43.366667,-17.85
"1690","campinas",-48.333333,-5.8
"1691","campinas",-50.648109,-25.367941
"1692","campinas",-42.683333,-22.166667
"1693","campinas",-52.616667,-27.716667
"1694","campinas",-49.483333,-28.933333
"1695","campinas",-47.083333,-22.9
"1696","campinas",-49.133333,-14.333333
"1697","campinas",-47.316667,-11.55
"1698","campinas",-85.002507,9.867799
"1699","campinas",33.4502778,-24.1133333
"1700","campinas",-8.65,41.166667
"1701","kochi",-64.8613889,-18.9269444
"1702","kochi",117.933333,31.766667
"1703","kochi",81.083333,32.416667
"1704","kochi",76.233333,9.966667
"1705","kochi",52.9758,32.746
"1706","kochi",140.266667,37.416667
"1707","kochi",138.983333,36.8
"1708","kochi",132.883333,34.466667
"1709","kochi",141.15,39.483333
"1710","kochi",136.366667,34.25
"1711","kochi",138.933333,34.7
"1712","kochi",127.739444,26.233611
"1713","kochi",42.336915,57.22531
"1714","mashhad",70.102108,36.81665
"1715","mashhad",42.5833333,33.8333333
"1716","mashhad",62.583333,26.816667
"1717","mashhad",52.1948,30.3198
"1718","mashhad",50.1983,30.8291
"1719","mashhad",52.475427,35.603603
"1720","mashhad",50.520988,32.72456
"1721","mashhad",49.927903,34.793112
"1722","mashhad",48.9268,35.7899
"1723","mashhad",59.6062,36.297
"1724","mashhad",36.8666667,36.3
"1725","puebla",3.024598,39.76824
"1726","puebla",-7.444458,42.865571
"1727","puebla",-115.353333,32.564444
"1728","puebla",-92.1,18.133333
"1729","puebla",-91.865833,16.65
"1730","puebla",-101.3,25.433333
"1731","puebla",-98.2,19.05
"1732","indore",75.833333,22.716667
"1733","indore",-81.1469444,38.3527778
"1734","kuwait city",NA,NA
"1735","lanzhou",103.792222,36.056389
"1736","lanzhou",112.733732,23.089644
"1737","sanaa",39.75,-5.0166667
"1738","sanaa",44.6833333,13.8333333
"1739","sanaa",44.2066667,15.3547222
"1740","kanpur",75.366667,32.433333
"1741","kanpur",85.166667,20.416667
"1742","kanpur",88.498333,22.948056
"1743","kanpur",80.35,26.466667
"1744","kanpur",74.611409,32.584839
"1745","kanpur",68.155556,27.331944
"1746","durban",2.815739,42.994896
"1747","durban",1.343043,43.019645
"1748","durban",62.216667,27.05
"1749","durban",31.029198,-29.857896
"1750","ouagadougou",-1.5247222,12.3702778
"1751","lusaka",29.45,-7.166667
"1752","lusaka",25.316667,-6.966667
"1753","lusaka",31.6552778,-0.5283333
"1754","lusaka",26.77075,-29.156382
"1755","lusaka",27.9333333,-14.8833333
"1756","lusaka",28.2833333,-15.4166667
"1757","lusaka",29.45,-7.1666667
"1758","lusaka",25.3166667,-6.9666667
"1759","pyongyang",125.7547222,39.0194444
"1760","milan",69.322934,33.609241
"1761","milan",19.5875,42.1288889
"1762","milan",88.833333,39.25
"1763","milan",-75.511666,1.292047
"1764","milan",-75.853171,8.521616
"1765","milan",-75.62118,2.23066
"1766","milan",-76.366667,3.709444
"1767","milan",-73.975519,4.789876
"1768","milan",-78.15,0.1
"1769","milan",16.6983333,43.7338889
"1770","milan",44.4327,39.3433
"1771","milan",61.138273,25.428145
"1772","milan",46.1143,37.9255
"1773","milan",49.2,36.016667
"1774","milan",9.2,45.466667
"1775","milan",-104.083333,19.35
"1776","milan",-87.666667,20.033333
"1777","milan",122.472107,11.440103
"1778","milan",122.9037,11.2432
"1779","milan",42.770369,39.455522
"1780","milan",41.888611,37.751944
"1781","milan",-83.0627778,32.0172222
"1782","milan",-90.5719444,41.4530556
"1783","milan",-85.1313889,39.1211111
"1784","milan",-97.6736111,37.2597222
"1785","milan",-83.6825,42.0852778
"1786","milan",-95.9130556,45.1086111
"1787","milan",-93.125,40.2022222
"1788","milan",-71.1855556,44.5733333
"1789","milan",-107.8902778,35.1697222
"1790","milan",-73.7925,41.9533333
"1791","milan",-82.6055556,41.2975
"1792","milan",-76.5236111,41.9075
"1793","milan",-88.7588889,35.9197222
"1794","milan",-117.3305556,47.9669444
"1795","milan",-90.1794444,44.9811111
"1796","milan",27.328805,-31.551494
"1797","milan",29.9166667,-18.1333333
"1798","athens",23.7333333,37.9833333
"1799","athens",-86.9716667,34.8027778
"1800","athens",-93.9766667,34.3144444
"1801","athens",-118.2802778,33.92
"1802","athens",-83.3780556,33.9608333
"1803","athens",-89.7238889,39.9608333
"1804","athens",-86.1252778,41.0536111
"1805","athens",-95.6136111,37.9069444
"1806","athens",-84.3641667,37.9491667
"1807","athens",-93.0255556,32.6502778
"1808","athens",-69.6733333,44.9230556
"1809","athens",-85.2347222,42.0886111
"1810","athens",-88.4416667,33.8722222
"1811","athens",-91.6983333,40.5825
"1812","athens",-73.81,42.2602778
"1813","athens",-82.1013889,39.3291667
"1814","athens",-76.5183333,41.9572222
"1815","athens",-84.5930556,35.4427778
"1816","athens",-95.8552778,32.2047222
"1817","athens",-112.0669444,40.7277778
"1818","athens",-72.5683333,43.1336111
"1819","athens",-77.4175,37.9925
"1820","athens",-81.0163889,37.4222222
"1821","athens",-90.0738889,45.0330556
"1822","guayaquil",-75.583333,6.25
"1823","guayaquil",-75.666667,4.4
"1824","guayaquil",-73.116667,7.283333
"1825","guayaquil",-75.018611,3.691111
"1826","guayaquil",-76.066667,3.532778
"1827","guayaquil",-79.9,-2.1666667
"1828","guayaquil",-115.083333,29.983333
"1829","guayaquil",-91.616667,16.783333
"1830","guayaquil",-80.9166667,8.1
"1831","guayaquil",-79.3166667,-5.6494444
"1832","guayaquil",-80.0102778,-5.7238889
"1833","guayaquil",-81.1,-4.9333333
"1834","guayaquil",6.6166667,0.2
"1835","guatemala city",-90.526944,14.621111
"1836","izmir",27.138376,38.412726
"1837","nagpur",90.5666667,24.5166667
"1838","nagpur",78.886111,17.8625
"1839","nagpur",75.416667,29.65
"1840","nagpur",79.1,21.15
"1841","nagpur",82.3,23.3
"1842","surabaya",112.750833,-7.249167
"1843","surabaya",105.716667,-4.666667
"1844","surabaya",116.2194,-8.6487
"1845","surabaya",107.648056,-6.919722
"1846","surabaya",119.384,-5.4053
"1847","surabaya",115.4367,4.8621
"1848","depok",110.7305,-6.7205
"1849","depok",111.9538,-7.5739
"1850","depok",110.2175,-7.696667
"1851","depok",106.498889,-6.343333
"1852","kiev",133.702222,42.904722
"1853","kiev",30.516667,50.433333
"1854","zhongshan",113.382318,22.520576
"1855","zhongshan",120.118329,29.071587
"1856","zhongshan",116.605151,28.698518
"1857","zhongshan",118.789722,25.536111
"1858","zhongshan",105.8775,34.938056
"1859","zhongshan",107.018889,22.315
"1860","zhongshan",104.7,25.633333
"1861","zhongshan",121.24414,31.036011
"1862","zhongshan",110.582912,21.322558
"1863","zhongshan",110.934495,19.612963
"1864","zhongshan",104.720913,28.17445
"1865","coimbatore",76.961389,10.9925
"1866","dubai",55.304717,25.258172
"1867","dubai",106.901175,31.680996
"1868","dubai",78.283333,27.65
"1869","handan",114.533333,36.566667
"1870","handan",74.172222,33.172222
"1871","lisbon",-76.1,-2.6166667
"1872","lisbon",-9.133333,38.716667
"1873","lisbon",-92.8272222,33.2725
"1874","lisbon",-81.7897222,28.8702778
"1875","lisbon",-82.5811111,33.9566667
"1876","lisbon",-88.4822222,41.4813889
"1877","lisbon",-85.2597222,41.4111111
"1878","lisbon",-91.3852778,41.9211111
"1879","lisbon",-92.865,32.7958333
"1880","lisbon",-70.105,44.0313889
"1881","lisbon",-77.0713889,39.3361111
"1882","lisbon",-92.9061111,39.1063889
"1883","lisbon",-71.9113889,44.2133333
"1884","lisbon",-108.5469444,32.2777778
"1885","lisbon",-75.3213889,44.7272222
"1886","lisbon",-78.5272222,34.5169444
"1887","lisbon",-97.6808333,46.4416667
"1888","lisbon",-80.7683333,40.7719444
"1889","lisbon",-79.7944444,41.1972222
"1890","lisbon",-88.9152778,35.1061111
"1891","port-au-prince",-72.335,18.5391667
"1892","huaian",119.144167,33.503889
"1893","huaian",119.2225,26.101389
"1894","huaian",114.411389,40.667778
"1895","huaian",107.818426,36.583538
"1896","caracas",-65.9333333,-20.8
"1897","caracas",-75.782222,8.903889
"1898","caracas",-75.386229,9.408669
"1899","caracas",-80.2833333,22.3833333
"1900","caracas",-80.4166667,-0.6
"1901","caracas",108.4975,-6.862778
"1902","caracas",26.866667,47.166667
"1903","caracas",-69.8333333,9.0833333
"1904","caracas",-66.9166667,10.5
"1905","shizuoka",NA,NA
"1906","bamako",-3.3333333,10.9333333
"1907","bamako",-4.45,10.55
"1908","bamako",-8,12.65
"1909","bamako",-14.0833333,12.8666667
"1910","weifang",116.448185,27.319565
"1911","weifang",119.163333,25.213889
"1912","weifang",119.101944,36.71
"1913","algiers",3.0505556,36.7630556
"1914","algiers",-87.175,38.4872222
"1915","algiers",-90.0466667,29.9447222
"1916","algiers",24.063466,-26.618886
"1917","mbuji-mayi",23.6,-6.15
"1918","mbuji-mayi",23.6,-6.15
"1919","thiruvananthapuram",76.956944,8.506944
"1920","cali",-75.607808,8.850483
"1921","cali",-76.5225,3.437222
"1922","cali",-74.030278,9.408056
"1923","cali",36.0444444,-13.4369444
"1924","cali",-74.1833333,-15.8666667
"1925","cali",123.6542,13.4631
"1926","cali",122.8003,13.8016
"1927","cali",120.6864,18.0702
"1928","cali",122.7,10.833333
"1929","cali",121.8,17.283333
"1930","cali",28.920833,40.168611
"1931","cali",28.933333,37.583333
"1932","incheon",126.731667,37.453611
"1933","goiania",-49.266667,-16.666667
"1934","pretoria",-79.3333333,-2.2666667
"1935","pretoria",32.9594444,-25.3672222
"1936","pretoria",-81.7305556,32.4097222
"1937","pretoria",28.594688,-30.783403
"1938","pretoria",28.229444,-25.706944
"1939","lubumbashi",27.466667,-11.666667
"1940","lubumbashi",27.4666667,-11.6666667
"1941","shaoxing",120.571528,30.011019
"1942","manchester",-68.0166667,-11.5
"1943","manchester",-2.216667,53.5
"1944","manchester",-56.9,5.8833333
"1945","manchester",-86.3483333,34.4111111
"1946","manchester",-123.6869444,38.9702778
"1947","manchester",-72.5219444,41.7758333
"1948","manchester",-84.62,32.8597222
"1949","manchester",-90.3322222,39.5422222
"1950","manchester",-85.0122222,39.1516667
"1951","manchester",-91.4552778,42.4841667
"1952","manchester",-97.3244444,39.0947222
"1953","manchester",-83.7619444,37.1536111
"1954","manchester",-93.0969444,30.1941667
"1955","manchester",-69.8608333,44.3244444
"1956","manchester",-76.8852778,39.6611111
"1957","manchester",-70.7694444,42.5777778
"1958","manchester",-84.0377778,42.1502778
"1959","manchester",-93.4516667,43.7255556
"1960","manchester",-90.5091667,38.5969444
"1961","manchester",-111.4613889,47.5408333
"1962","manchester",-71.4552778,42.9955556
"1963","manchester",-77.2305556,42.9697222
"1964","manchester",-78.9866667,35.1925
"1965","manchester",-83.6094444,38.6880556
"1966","manchester",-98.0372222,36.9938889
"1967","manchester",-76.7186111,40.0630556
"1968","manchester",-97.7202778,44.3691667
"1969","manchester",-86.0886111,35.4816667
"1970","manchester",-95.2616667,29.7180556
"1971","manchester",-73.0727778,43.1636111
"1972","manchester",-77.4444444,37.5208333
"1973","manchester",-122.5436111,47.5561111
"1974","manchester",-89.0483333,43.6905556
"1975","zibo",3.65,10.7666667
"1976","zibo",118.063333,36.790556
"1977","yantai",114.481055,27.55989
"1978","yantai",113.070446,32.972269
"1979","yantai",115.620833,39.130278
"1980","yantai",122.664295,40.60898
"1981","yantai",121.4,37.533333
"1982","huizhou",118.336792,29.823654
"1983","huizhou",118.250647,26.339822
"1984","huizhou",114.4,23.083333
"1985","taipei",119.233333,34.7
"1986","taipei",118.645278,24.985278
"1987","taipei",121.525,25.0391667
"1988","bandung",109.1204,-6.8945
"1989","bandung",112.5159,-7.0161
"1990","bandung",110.193056,-7.808611
"1991","bandung",105.593599,-5.810867
"1992","bandung",107.618611,-6.903889
"1993","bandung",106.2116,-6.2666
"1994","bandung",103.3,0.533333
"1995","sapporo",NA,NA
"1996","birmingham",-1.916667,52.466667
"1997","birmingham",-86.8025,33.5205556
"1998","birmingham",-84.3330556,34.1663889
"1999","birmingham",-90.8208333,40.2641667
"2000","birmingham",-86.1094444,40.9377778
"2001","birmingham",-91.9469444,40.8788889
"2002","birmingham",-95.6822222,39.4091667
"2003","birmingham",-88.2236111,36.9063889
"2004","birmingham",-83.2113889,42.5466667
"2005","birmingham",-88.7691667,34.4083333
"2006","birmingham",-94.4511111,39.1658333
"2007","birmingham",-74.7105556,39.9758333
"2008","birmingham",-82.3608333,41.33
"2009","birmingham",-78.1955556,40.6477778
"2010","birmingham",-81.8138889,37.0725
"2011","accra",-0.2166667,5.55
"2012","vancouver",-123.133333,49.25
"2013","vancouver",-122.6602778,45.6388889
"2014","brazzaville",15.2847222,-4.2591667
"2015","brazzaville",15.4166667,2.5166667
"2016","toluca de lerdo",-99.667222,19.288333
"2017","mogadishu",45.3666667,2.0666667
"2018","chicago",-88.3,17.8
"2019","chicago",-91.616667,14.083333
"2020","chicago",-94.316667,16.333333
"2021","chicago",-93.466667,17.4
"2022","chicago",34.7858333,-12.8172222
"2023","chicago",-84.1333333,13.1166667
"2024","chicago",121.0984,13.396
"2025","chicago",-87.65,41.85
"2026","chicago",-87.8247222,42.5861111
"2027","tashkent",69.25,41.3166667
"2028","tashkent",68.3666667,40.1333333
"2029","luoyang",119.711389,27.561389
"2030","luoyang",120.074105,31.646235
"2031","luoyang",118.682998,24.959379
"2032","luoyang",112.453611,34.683611
"2033","luoyang",109.918056,26.730556
"2034","luoyang",113.425323,31.472925
"2035","luoyang",108.183333,24.983333
"2036","luoyang",106.616667,25.1625
"2037","luoyang",112.44,37.614167
"2038","luoyang",108.064839,34.314034
"2039","luoyang",102.805216,24.929737
"2040","luoyang",114.273423,23.162442
"2041","luoyang",106.023356,32.061885
"2042","damascus",36.3,33.5
"2043","damascus",-86.8569444,31.1727778
"2044","damascus",-92.4094444,35.3672222
"2045","damascus",-84.7188889,31.2988889
"2046","damascus",-89.7061111,42.3722222
"2047","damascus",-69.0811111,44.8122222
"2048","damascus",-77.2041667,39.2883333
"2049","damascus",-88.8338889,32.6575
"2050","damascus",-75.6105556,42.0558333
"2051","damascus",-80.9552778,40.9019444
"2052","damascus",-122.4577778,45.4177778
"2053","damascus",-75.0686111,41.7030556
"2054","damascus",-81.9122222,36.4391667
"2055","damascus",-81.7838889,36.6336111
"2056","patna",89.6833333,23.05
"2057","patna",88.8833333,24.8333333
"2058","patna",-4.5,55.35
"2059","patna",74.866667,12.766667
"2060","patna",85.883333,21.633333
"2061","patna",85.116667,25.6
"2062","patna",81.766667,27.833333
"2063","patna",82.666667,23.3
"2064","patna",68.0225,39.3266667
"2065","patna",-79.5241667,38.2336111
"2066","bhopal",77.4,23.266667
"2067","tangerang",106.63,-6.178056
"2068","brisbane",153.024292,-27.47101
"2069","brisbane",-122.3988889,37.6808333
"2070","brisbane",-87.9577778,41.4925
"2071","brisbane",-101.4905556,46.3425
"2072","nantong",120.874722,32.030278
"2073","nantong",116.102848,25.072952
"2074","nantong",-0.7333333,9.55
"2075","tunis",31.6833333,26.6166667
"2076","tunis",10.171078,36.806112
"2077","tunis",-90.5377778,35.9661111
"2078","tunis",-76.2669444,38.8277778
"2079","tunis",-88.6175,46.4433333
"2080","tunis",-110.8419444,47.8069444
"2081","tunis",-107.9172222,32.2513889
"2082","tunis",-76.8883333,36.3841667
"2083","tunis",-96.5269444,30.5447222
"2084","tunis",-78.8675,38.7027778
"2085","san juan",-57.96233,-25.185208
"2086","san juan",-66.384667,-22.213052
"2087","san juan",-66.45343,-29.372251
"2088","san juan",-65.233333,-22.716667
"2089","san juan",-68.536389,-31.5375
"2090","san juan",-64.740349,-28.602813
"2091","san juan",-65.1180556,-19.2644444
"2092","san juan",-66.6333333,-17.2
"2093","san juan",-66.7833333,-11.9666667
"2094","san juan",-67.8833333,-11.8833333
"2095","san juan",-66.7,-10.7333333
"2096","san juan",-67.7666667,-20.9833333
"2097","san juan",-62.35,-14.0333333
"2098","san juan",-88.6166667,18.1833333
"2099","san juan",-71.566667,-33.633333
"2100","san juan",-69.033333,-23.083333
"2101","san juan",-71.15,-28.8
"2102","san juan",-72.5,-36.4
"2103","san juan",-70.933333,-53.65
"2104","san juan",-70.75,-33.65
"2105","san juan",-73.4925,-42.324167
"2106","san juan",-74.733333,5.866667
"2107","san juan",-75.200609,10.636555
"2108","san juan",-75.662545,1.518115
"2109","san juan",-76.372063,1.500205
"2110","san juan",-68.2,3.916667
"2111","san juan",-75.938544,2.388146
"2112","san juan",-73.889444,3.346389
"2113","san juan",-78.684891,1.439993
"2114","san juan",-73.209444,8.519167
"2115","san juan",-81.366667,13.383333
"2116","san juan",-74.228611,6.471667
"2117","san juan",-74.858889,3.5975
"2118","san juan",-76.433333,3.333333
"2119","san juan",-70.547222,4.343333
"2120","san juan",-73.584463,4.781096
"2121","san juan",-74.303707,4.028666
"2122","san juan",-75.131437,10.163339
"2123","san juan",-73.601944,5.630278
"2124","san juan",-75.1,5.3
"2125","san juan",-74.05,9.9
"2126","san juan",-84.242856,10.099047
"2127","san juan",-84.008137,9.905057
"2128","san juan",-84.95,10.183333
"2129","san juan",-84.081653,9.959738
"2130","san juan",-84.0666667,22.1333333
"2131","san juan",-84.05,22.1
"2132","san juan",-77.3666667,21.1833333
"2133","san juan",-78.8383333,21.9419444
"2134","san juan",-80.2708333,21.9233333
"2135","san juan",-81.9372222,22.8044444
"2136","san juan",-76.3561111,20.7583333
"2137","san juan",-76.45,21.1141667
"2138","san juan",-75.8777778,19.9977778
"2139","san juan",-79.7833333,22.55
"2140","san juan",-70.2,18.9333333
"2141","san juan",-71.2333333,18.8
"2142","san juan",-70.0833333,18.3833333
"2143","san juan",-78.8,-2.9333333
"2144","san juan",-79.1333333,-2.2333333
"2145","san juan",-78.7833333,-1.6333333
"2146","san juan",-78.6,-0.8166667
"2147","san juan",-79.9166667,-1.35
"2148","san juan",-78.1,0.3
"2149","san juan",-79.2333333,-3.9
"2150","san juan",-79.55,-1.6333333
"2151","san juan",-80.2333333,-0.15
"2152","san juan",-78.3666667,0.0333333
"2153","san juan",1.5,39.083333
"2154","san juan",-1.65,42.816667
"2155","san juan",-5.35,43.333333
"2156","san juan",-3.461848,43.215273
"2157","san juan",-6.841389,37.316667
"2158","san juan",-0.483333,40.516667
"2159","san juan",-16.8,28.166667
"2160","san juan",-3.589408,42.224089
"2161","san juan",-8.8,41.916667
"2162","san juan",-1.914234,43.325378
"2163","san juan",-0.878412,38.619246
"2164","san juan",5.6333333,-1.4166667
"2165","san juan",-89.816667,15.383333
"2166","san juan",-90.25,15.1
"2167","san juan",-89.533333,14.566667
"2168","san juan",-90.166667,14.75
"2169","san juan",-90.65,14.483333
"2170","san juan",-88.883333,15.866667
"2171","san juan",-89.866667,14.566667
"2172","san juan",-89.9,14.133333
"2173","san juan",-89.6,16.633333
"2174","san juan",-90.716667,14.533333
"2175","san juan",-91.283333,14.7
"2176","san juan",-91.183333,14.416667
"2177","san juan",-89.616667,14.916667
"2178","san juan",-87.5,15.7333333
"2179","san juan",-86.9833333,13.0666667
"2180","san juan",-87.6333333,14.9833333
"2181","san juan",-88.85,14.8166667
"2182","san juan",-87.8333333,15.75
"2183","san juan",-87.1602778,13.5769444
"2184","san juan",-87.2,14.9
"2185","san juan",-88.2833333,13.8166667
"2186","san juan",-88.3333333,14.0333333
"2187","san juan",-87.7,13.95
"2188","san juan",-88.8833333,14.4166667
"2189","san juan",-86.4166667,14.9166667
"2190","san juan",-88.2166667,14.7666667
"2191","san juan",-116.05,31.2
"2192","san juan",-110.75,24.383333
"2193","san juan",-90.9,18.1
"2194","san juan",-92.216667,14.6
"2195","san juan",-106.333333,26.883333
"2196","san juan",-100.883333,24.7
"2197","san juan",-103.847222,18.861111
"2198","san juan",-104.133333,23.45
"2199","san juan",-100.7725,20.061667
"2200","san juan",-100.683333,17.691667
"2201","san juan",-98.441667,19.655556
"2202","san juan",-103.416667,20
"2203","san juan",-100.166667,19.166667
"2204","san juan",-102.3,18.081944
"2205","san juan",-105.216667,20.8
"2206","san juan",-100.45,23.583333
"2207","san juan",-96.266667,16.133333
"2208","san juan",-96.95,18.233333
"2209","san juan",-99.233333,21.45
"2210","san juan",-100.583333,21.666667
"2211","san juan",-106.333333,23.85
"2212","san juan",-108.966667,27.433333
"2213","san juan",-92.8,17.533333
"2214","san juan",-99.15,22.983333
"2215","san juan",-97.9,19.25
"2216","san juan",-94.883333,17.9
"2217","san juan",-88.816667,20.216667
"2218","san juan",-101.833333,22.416667
"2219","san juan",-85.6,12.5166667
"2220","san juan",-86.9166667,12.7666667
"2221","san juan",-85.9833333,11.95
"2222","san juan",-86.5333333,13.5166667
"2223","san juan",-86.6166667,11.9166667
"2224","san juan",-86.1833333,11.95
"2225","san juan",-86.0166667,13.7666667
"2226","san juan",-84.2,12.1666667
"2227","san juan",-81.9833333,8.2666667
"2228","san juan",-80.6333333,8.7666667
"2229","san juan",-78.9605556,8.3969444
"2230","san juan",-81.4094444,7.7788889
"2231","san juan",-77.7,-4.3333333
"2232","san juan",-72.3166667,-13.75
"2233","san juan",-73.0513889,-15.9036111
"2234","san juan",-74.2,-14.65
"2235","san juan",-78.5,-7.3
"2236","san juan",-72.8666667,-13.3333333
"2237","san juan",-75.65,-13.2
"2238","san juan",-76.1988889,-10.37
"2239","san juan",-75.95,-13.4166667
"2240","san juan",-78.7333333,-8.3666667
"2241","san juan",-79.8072222,-5.8955556
"2242","san juan",-76.9183333,-11.1588889
"2243","san juan",-73.2813889,-3.7761111
"2244","san juan",-75.2166667,-9.8666667
"2245","san juan",-79.8833333,-4.7666667
"2246","san juan",-69.85,-15.6666667
"2247","san juan",-76.3691667,-6.5327778
"2248","san juan",-80.4336111,-3.6275
"2249","san juan",-74.4138889,-8.505
"2250","san juan",120.6038,17.3955
"2251","san juan",123.476925,13.23144
"2252","san juan",122.0431,10.7924
"2253","san juan",121.400833,13.830278
"2254","san juan",124.2705,9.8114
"2255","san juan",120.916667,14.75
"2256","san juan",121.610252,18.195679
"2257","san juan",123.3167,13.327
"2258","san juan",122.6755,11.2326
"2259","san juan",124.316667,13.616667
"2260","san juan",120.894722,14.174722
"2261","san juan",123.833333,10.733333
"2262","san juan",125.371389,11.149722
"2263","san juan",120.6405,17.9674
"2264","san juan",120.7214,16.9884
"2265","san juan",122.897778,11.022778
"2266","san juan",121.695556,17.345556
"2267","san juan",121.229309,14.05715
"2268","san juan",120.3897,16.4156
"2269","san juan",124.832778,10.271111
"2270","san juan",121.5123,12.6023
"2271","san juan",123.7762,8.3571
"2272","san juan",124.867222,8.706944
"2273","san juan",120.916667,15.433333
"2274","san juan",121.15984,16.567279
"2275","san juan",119.780704,10.457582
"2276","san juan",120.633333,14.966667
"2277","san juan",120.67,16.0461
"2278","san juan",121.241,14.5126
"2279","san juan",124.979444,11.318056
"2280","san juan",123.888611,12.679722
"2281","san juan",125.175556,10.266944
"2282","san juan",126.372222,8.4175
"2283","san juan",120.604131,15.355857
"2284","san juan",120.0648,15.2897
"2285","san juan",124.3364,12.3568
"2286","san juan",121.4773,16.5077
"2287","san juan",123.4926,9.1603
"2288","san juan",122.55,10.7
"2289","san juan",123.4261,13.4237
"2290","san juan",124.5395,10.9992
"2291","san juan",123.4273,10.4524
"2292","san juan",120.3281,15.9192
"2293","san juan",121.0519,15.7697
"2294","san juan",121.3003,14.0927
"2295","san juan",123.1357,10.7243
"2296","san juan",123.6202,10.3634
"2297","san juan",121.3149,15.7826
"2298","san juan",122.5813,13.5232
"2299","san juan",122.8651,10.3865
"2300","san juan",121.1805,14.6455
"2301","san juan",122.8133,9.9411
"2302","san juan",120.5226,14.7756
"2303","san juan",121.0333,14.6
"2304","san juan",-56,-27.266667
"2305","san juan",-57.283333,-23.983333
"2306","san juan",-58.266667,-22.1
"2307","san juan",-89.95,13.9333333
"2308","san juan",-88.6333333,13.9833333
"2309","san juan",-88.95,13.9666667
"2310","san juan",-89.0166667,13.95
"2311","san juan",-89.245,13.5352778
"2312","san juan",-88.8833333,13.5
"2313","san juan",-87.7788889,13.6480556
"2314","san juan",-88.0333333,13.5666667
"2315","san juan",-88.3,13.7166667
"2316","san juan",-88.6166667,13.3666667
"2317","san juan",-61.45,10.65
"2318","san juan",-107.9047222,32.7608333
"2319","san juan",-66.1061111,18.4683333
"2320","san juan",-98.155,26.1888889
"2321","san juan",-57.4666667,-33.9333333
"2322","san juan",-65.35,10.05
"2323","san juan",-70.8666667,7.2333333
"2324","san juan",-69.7166667,8.1166667
"2325","san juan",-63.1716667,7.7916667
"2326","san juan",-67.9666667,10.4166667
"2327","san juan",-68.15,9.2833333
"2328","san juan",-70.7166667,10.5166667
"2329","san juan",-66.465,8.7505556
"2330","san juan",-70.2072222,10.4311111
"2331","san juan",-71.3561111,8.5094444
"2332","san juan",-65.7833333,10.0833333
"2333","san juan",-62.5333333,9.1166667
"2334","san juan",-63.95,11.0166667
"2335","san juan",-69.7405556,9.3338889
"2336","san juan",-63.8944444,10.3288889
"2337","san juan",-71.8505556,7.475
"2338","san juan",-70.6697222,9.3741667
"2339","san juan",-70.6233333,10.2477778
"2340","medan",1.994945,48.955392
"2341","medan",100.755419,-0.439975
"2342","medan",98.666667,3.583333
"2343","baku",49.882222,40.395278
"2344","baku",2.7163889,10.8147222
"2345","baku",23.816667,3.416667
"2346","baku",15.250556,-4.856944
"2347","baku",30.1,2.416667
"2348","baku",94.101,32.001
"2349","baku",42.078333,9.133056
"2350","baku",-1.0333333,5.5833333
"2351","baku",96.9283,3.586
"2352","baku",110.894722,-7.474167
"2353","baku",119.7568,-0.4257
"2354","baku",120.8806,-2.5252
"2355","baku",150.0333333,-9.6833333
"2356","baku",40.7115,52.3503
"2357","baku",23.8166667,3.4166667
"2358","baku",15.2505556,-4.8569444
"2359","baku",30.1,2.4166667
"2360","beirut",35.5097222,33.8719444
"2361","beirut",17.541423,51.124995
"2362","gujranwala",74.188309,32.161667
"2363","peshawar",71.365539,35.836034
"2364","peshawar",71.578488,34.008
